a   m2  m3  m4  m5  m6  m7  m8  m9  m10
0.1 nan nan nan nan nan nan nan nan nan
0.10250000000000001 nan nan nan nan nan nan nan nan nan
0.10500000000000001 nan nan nan nan nan nan nan nan nan
0.10750000000000001 nan nan nan nan nan nan nan nan nan
0.11000000000000001 nan nan nan nan nan nan nan nan nan
0.11250000000000002 nan nan nan nan nan nan nan nan nan
0.11500000000000002 nan nan nan nan nan nan nan nan nan
0.11750000000000002 nan nan nan nan nan nan nan nan nan
0.12000000000000002 nan nan nan nan nan nan nan nan nan
0.12250000000000003 nan nan nan nan nan nan nan nan nan
0.12500000000000003 nan nan nan nan nan nan nan nan nan
0.12750000000000003 nan nan nan nan nan nan nan nan nan
0.13000000000000003 nan nan nan nan nan nan nan nan nan
0.13250000000000003 nan nan nan nan nan nan nan nan nan
0.13500000000000004 nan nan nan nan nan nan nan nan nan
0.13750000000000004 nan nan nan nan nan nan nan nan nan
0.14000000000000004 nan nan nan nan nan nan nan nan nan
0.14250000000000004 nan nan nan nan nan nan nan nan nan
0.14500000000000005 nan nan nan nan nan nan nan nan nan
0.14750000000000005 nan nan nan nan nan nan nan nan nan
0.15000000000000005 nan nan nan nan nan nan nan nan nan
0.15250000000000005 nan nan nan nan nan nan nan nan nan
0.15500000000000005 nan nan nan nan nan nan nan nan nan
0.15750000000000006 nan nan nan nan nan nan nan nan nan
0.16000000000000006 nan nan nan nan nan nan nan nan nan
0.16250000000000006 nan nan nan nan nan nan nan nan nan
0.16500000000000006 nan nan nan nan nan nan nan nan nan
0.16750000000000007 nan nan nan nan nan nan nan nan nan
0.17000000000000007 nan nan nan nan nan nan nan nan nan
0.17250000000000007 nan nan nan nan nan nan nan nan nan
0.17500000000000007 nan nan nan nan nan nan nan nan nan
0.17750000000000007 nan nan nan nan nan nan nan nan nan
0.18000000000000008 nan nan nan nan nan nan nan nan nan
0.18250000000000008 nan nan nan nan nan nan nan nan nan
0.18500000000000008 nan nan nan nan nan nan nan nan nan
0.18750000000000008 nan nan nan nan nan nan 5.3674548448816575 5.432104887573277 5.471711211780751
0.19000000000000009 nan nan nan nan nan 5.340934631702457 5.442271752191443 5.503394173627125 5.540696239845586
0.1925000000000001 nan nan nan nan 5.253237016702802 5.41601312717251 5.512144089964896 5.5699049693701825 5.605013911217233
0.1950000000000001 nan nan nan nan 5.331252278197003 5.486199832453186 5.5773639610882455 5.6319220217456945 5.6649445293307465
0.1975000000000001 nan nan nan 5.146154346472825 5.404310513601957 5.551779157932 5.638204552514251 5.6897115802216724 5.720750096518027
0.2000000000000001 nan nan nan 5.22611994355592 5.47269487459051 5.6130173036998245 5.694921532311246 5.743522756795175 5.77267565627688
0.2025000000000001 nan nan nan 5.301178985700421 5.536670566090243 5.670163596380517 5.747754328476188 5.7935887716216 5.820950523394604
0.2050000000000001 nan nan 4.9574624522636626 5.371604223648393 5.596486156377619 5.723451713519368 5.7969273008051605 5.840128095151476 5.865789412548037
0.2075000000000001 nan nan 5.0407010593701385 5.4376514624268415 5.65237477772243 5.7731008061840035 5.842650815917037 5.8833454965065695 5.907393474881583
0.2100000000000001 nan nan 5.11909882305084 5.499560777038797 5.704555227869947 5.8193165293106475 5.885122234467985 5.923433006810052 5.94595125107398
